Unnamed: 0,Index,Address,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_(Mins),Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_rec_2_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_min_val_sent_contract,ERC20_max_val_sent_contract,ERC20_avg_val_sent_contract,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
0,1,0x5391e52ea46e33896a4f146a0dc4db1703f18f07,2762.3052357113056,70923.8365497076,4414165.083333333,1599,58,1599,16,111,0.0,591.6142293,95.68135196,0.0,400.0,4.030610579623104,0.0,400.0,4.030610579623104,1657,6444.946316817344,5549.51841368,6444.946316817344,-895.4279031373444,291,8.847679444666202e+20,1.2339929193726004e+21,0.0,31.0,44.0,4.0,32.0,28191.20102564103,23400.40932914046,23546.620675105485,0.0,0.0,6.3388299e+19,5.529799652916377e+18,0.001,6.3690289e+19,9.419793277653438e+18,0.0,0.0,0.0,3,30,Tether USD,Jeff Bezos
