Address,Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract),total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
0x007cafba4edd0e25a664530e3cac0ffadb101fd8,14,17,0,9,9,0.5,379.0,39.75963227,0.0,330.62346995670083,48.2731049969072,0.0,0.0,0.0,31,675.8234699567008,675.91374859,0.0,0.09027863329913544,3,2407524.0,0,0,0,2,0,2,24.0,2406900.0,802508.0,0,0,0,0,0,0,0,1,,iEx.ec Network Token
