Address,Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract),total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type
0x0002b44ddb1476db43c868bd494422ee4c136fed,275,9,0,8,53,0.0,2.61326879,0.34576963848566755,0.0,3.7,0.03865790009379805,0,0,0,282,10.630922525794462,3.111926746371008,0,-7.518995779423454,127,1412941.479131286,78142.77679802621,941.4792385304363,80,33,80,29,0.95,1000000.0,32112.306343892866,2.2608094540603396,6552.804102,941.4792385304363,2.2608094540603396,6552.804102,941.4792385304363,7,29,Rigo Token,Rigo Token
